,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Year,State,Region,Total_Passengers,Fatality_pct,Injured_pct,Airplane_Damage,Airplane_Damage_quant
86197,20200801X90550,Accident,ERA20LA274,2020-08-01,"Honesdale, PA",United States,413056N,0075156W,N30,Cherry Ridge,Non-Fatal,Substantial,Airplane,N3025L,Piper,PA32RT,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,5.0,VMC,,,26-09-2020,2020,PA,NE,5.0,0.0,0.0,Substantial,2
86199,20200803X23905,Accident,CEN20LA321,2020-08-01,"Seiling, OK",United States,003695N,0098562W,1S4,Seiling,Non-Fatal,Substantial,Airplane,N9765C,Piper,PA28R,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,,26-09-2020,2020,OK,SW,4.0,0.0,0.0,Substantial,2
86200,20200803X55119,Accident,CEN20CA349,2020-08-01,"Bentonville, AR",United States,362043N,0941310W,VBT,Bentonville Muni/Louise M Thad,Non-Fatal,Substantial,Airplane,N829PA,Cessna,T206,No,1.0,Reciprocating,091,,Personal,Summit Aviation LLC,0.0,0.0,0.0,2.0,VMC,,The pilot's misjudgment of the landing flare which resulted in a bounced landing.,02-02-2021,2020,AR,SE,2.0,0.0,0.0,Substantial,2
86201,20200818X75352,Accident,WPR20CA275,2020-08-01,"Susanville, CA",United States,040391N,0120467W,1Q2,Spaulding,Non-Fatal,Substantial,Airplane,N60934,Cessna,A185,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during takeoff with a tailwind, which resulted in a subsequent collapse of the right main landing gear.",06-05-2021,2020,CA,SW,2.0,0.0,0.0,Substantial,2
86202,20200802X25022,Accident,WPR20LA249,2020-08-02,"Cedar City, UT",United States,373612N,1131120W,CDC,Cedar City Rgnl,Fatal,Substantial,Airplane,N225HJ,North American,NAVION,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,,,,26-09-2020,2020,UT,SW,2.0,100.0,0.0,Substantial,2
86205,20200806X33828,Accident,WPR20LA256,2020-08-02,"San Jose, CA",United States,372016N,0121481W,KRHV,Reid Hillview,Non-Fatal,Substantial,Airplane,N55231,Cessna,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,2020,CA,SW,2.0,0.0,0.0,Substantial,2
86207,20200818X65853,Accident,CEN20CA351,2020-08-02,"Conway, AR",United States,035112N,0923318W,CXW,Cantrell Fld,Non-Fatal,Substantial,Airplane,N13184,Cessna,172,No,1.0,Reciprocating,091,,Personal,Barrett Aviation,0.0,0.0,0.0,1.0,VMC,,The pilots improper recovery from a bounced landing.,,2020,AR,SE,1.0,0.0,0.0,Substantial,2
86214,20200803X43604,Accident,WPR20CA250,2020-08-03,"Kalispell, MT",United States,048102N,1141254W,PVT,PVT,Non-Fatal,Substantial,Airplane,N185GK,Cessna,A185,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilot's excessive speed while landing on a wet grass runway, which resulted in a runway excursion and impact with a fence.",06-05-2021,2020,MT,NW,3.0,0.0,0.0,Substantial,2
86217,20200805X33330,Accident,ANC20CA076,2020-08-04,"Wasilla, AK",United States,613419N,1493222W,IYS,Wasilla,Non-Fatal,Substantial,Airplane,N82566,Piper,PA18,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during takeoff in crosswind conditions, which resulted in a runway excursion and collision with trees.",08-11-2021,2020,AK,NW,1.0,0.0,0.0,Substantial,2
86230,20200807X60811,Accident,ERA20LA278,2020-08-07,"Allendale, SC",United States,325911N,0081160W,AQX,Allendale County,Non-Fatal,Destroyed,Airplane,N6300W,Cessna,P210,No,1.0,Reciprocating,091,,Personal,"N206DJ, LLC",0.0,0.0,2.0,0.0,VMC,,,26-09-2020,2020,SC,SE,2.0,0.0,100.0,Destroyed,3
86233,20200808X63356,Accident,WPR20LA258,2020-08-07,"Hanna, UT",United States,040341N,0110301W,74V,Roosevelt Muni,Non-Fatal,Substantial,Airplane,N761RG,Cessna,T210,No,,,091,,Personal,,0.0,4.0,2.0,0.0,,,,26-09-2020,2020,UT,SW,6.0,0.0,100.0,Substantial,2
86239,20200808X93253,Accident,WPR20CA261,2020-08-08,"Kernville, CA",United States,361327N,1182952W,PVT,PVT Burnt Corral Meadow,Non-Fatal,Substantial,Airplane,N327MN,Aviat Aircraft Inc,A1,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain clearance from trees during a go-around, which resulted in an impact with terrain.",06-05-2021,2020,CA,SW,1.0,0.0,100.0,Substantial,2
86244,20200809X13150,Accident,CEN20LA329,2020-08-09,"Burlington, WI",United States,424049N,0088188W,,,Non-Fatal,Substantial,Airplane,N6849B,Piper,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,1.0,0.0,VMC,,"A partial loss of engine power due to the formation of carburetor ice while on the ground, which resulted in reduced climb capability and impact with trees during the initial climb.
 ",02-02-2021,2020,WI,NE,2.0,0.0,100.0,Substantial,2
86250,20200811X84853,Accident,ERA20CA282,2020-08-10,"Montauk, NY",United States,041432N,0715519W,MTP,Montauk,Non-Fatal,Substantial,Airplane,N4817S,Piper,PA32,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilot's improper recovery from a bounced landing and failure to maintain directional control, which resulted in a runway excursion and collision with trees.",24-06-2021,2020,NY,NE,3.0,0.0,0.0,Substantial,2
86252,20200811X13708,Accident,WPR20CA265,2020-08-11,"Stanley, ID",United States,441246N,0114560W,2U7,Stanley,Non-Fatal,Substantial,Airplane,N9917N,Cessna,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during takeoff in crosswind conditions, which resulted in a ground loop.",06-05-2021,2020,ID,NW,2.0,0.0,0.0,Substantial,2
86253,20200813X95856,Accident,CEN20CA335,2020-08-11,"Lafayette, IN",United States,402442N,0871526W,,,Non-Fatal,,Airplane,N678EC,Cirrus Design Corp,SR22,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,1.0,1.0,VMC,,"The pilot's failure to monitor aircraft control, which resulted in a loss of control when a passenger inadvertently moved the control stick, and the pilot and other passenger's decision to unbuckle their restraints inflight.",31-08-2021,2020,IN,NE,3.0,0.0,66.66666666666666,No damage,0
86256,20200813X10854,Accident,CEN20LA345,2020-08-12,"Glenwood Springs, CO",United States,393030N,1071838W,GWS,Glenwood Springs Muni,Non-Fatal,Substantial,Airplane,N9726K,Stinson,108,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,,,,26-09-2020,2020,CO,SW,2.0,0.0,0.0,Substantial,2
86258,20200813X63110,Accident,WPR20CA269,2020-08-13,"Cascade, ID",United States,044327N,0115212W,ID74,Sulphur Creek Ranch Airport,Non-Fatal,Substantial,Airplane,N92403,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilot's decision to continue the unstable approach which resulted in an inadequate flare, bounced landing and collision with trees following a delayed go around.  

 
",06-05-2021,2020,ID,NW,1.0,0.0,100.0,Substantial,2
86259,20200818X01327,Accident,ERA20LA288,2020-08-13,"Ardmore, TN",United States,035237N,0864943W,NONE,Pasture,Non-Fatal,Substantial,Airplane,N3962V,Cessna,170,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,,26-09-2020,2020,TN,SE,2.0,0.0,100.0,Substantial,2
86262,20200814X75909,Accident,WPR20LA278,2020-08-14,"Harlowton, MT",United States,462655N,1095110W,HWQ,Wheatland County At Harlowton,Non-Fatal,Substantial,Airplane,N317LB,Piper,PA28,No,1.0,Reciprocating,091,,Personal,Trail Of 140 Tears LLC,0.0,4.0,0.0,0.0,VMC,,,26-09-2020,2020,MT,NW,4.0,0.0,100.0,Substantial,2
86266,20200815X64457,Accident,CEN20LA338,2020-08-15,"Sugar Land, TX",United States,293720N,0953924W,SGR,Sugar Land Regional Airport,Non-Fatal,Substantial,Airplane,N5418E,Cessna,A185F,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,1.0,0.0,0.0,VMC,,,26-09-2020,2020,TX,SW,1.0,0.0,100.0,Substantial,2
86267,20200815X64853,Accident,CEN20LA343,2020-08-15,"Brandon, MN",United States,455755N,0953555W,,Private,Non-Fatal,Destroyed,Airplane,N2510H,Piper,PA18,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,,26-09-2020,2020,MN,NE,2.0,0.0,100.0,Destroyed,3
86268,20200815X84754,Accident,WPR20LA270,2020-08-15,"Susanville, CA",United States,402236N,1203423W,SVE,Susanville Muni,Fatal,Substantial,Airplane,N91449,Piper,PA 14,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,26-09-2020,2020,CA,SW,2.0,100.0,0.0,Substantial,2
86272,20200816X60714,Accident,CEN20LA336,2020-08-16,"Osage Beach, MO",United States,038625N,0924021W,K15,Grand Glaize-Osage Beach,Fatal,Destroyed,Airplane,N949CG,Cirrus Design Corp,SR22,No,,,091,,Personal,,2.0,0.0,0.0,0.0,,,,26-09-2020,2020,MO,NE,2.0,100.0,0.0,Destroyed,3
86277,20200817X22852,Accident,CEN20LA346,2020-08-16,"San Benito, TX",United States,026748N,0973750W,53XS,Kornegay Private,Non-Fatal,Substantial,Airplane,N3256V,Beech,36,No,,,091,,Personal,,0.0,1.0,1.0,0.0,VMC,,,26-09-2020,2020,TX,SW,2.0,0.0,100.0,Substantial,2
86278,20200817X33853,Accident,CEN20CA344,2020-08-16,"White Owl, SD",United States,443617N,1022319W,None,Private Airstrip,Non-Fatal,Substantial,Airplane,N6643Y,Beech,35,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to maintain directional control during the takeoff, which resulted in a runway excursion and subsequent impact with an obstacle and terrain.",02-02-2021,2020,SD,NW,3.0,0.0,0.0,Substantial,2
86282,20200818X05936,Accident,ERA20LA289,2020-08-17,"Surry, ME",United States,442554N,0682848W,BHB,Hancock County-Bar Harbor,Non-Fatal,Substantial,Airplane,N45083,Cessna,150,No,1.0,Reciprocating,091,,Personal,BENJAMIN ENTERPRISES INC.,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,2020,ME,NE,2.0,0.0,0.0,Substantial,2
86288,20200819X90924,Accident,CEN20CA350,2020-08-18,"Olustee, OK",United States,343114N,0099262W,F09,Olustee Muni,Non-Fatal,Substantial,Airplane,N2207N,Cessna,140,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's decision to attempt a takeoff from the middle of the runway in shifting wind conditions, which resulted in an aborted takeoff and runway excursion.",02-02-2021,2020,OK,SW,2.0,0.0,0.0,Substantial,2
86292,20200819X72828,Accident,ERA20LA290,2020-08-19,"Tallahassee, FL",United States,302434N,0842130W,TLH,Tallahassee Intl,Non-Fatal,Substantial,Airplane,N4089R,Piper,PA32,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,2.0,VMC,,,26-09-2020,2020,FL,SE,3.0,0.0,33.33333333333333,Substantial,2
86296,20200820X91852,Accident,CEN20CA358,2020-08-19,"Three Rivers, MI",United States,415732N,0853532W,HAI,Three Rivers Muni Dr Haines,Non-Fatal,Substantial,Airplane,N133PJ,Champion,8GCBC,No,1.0,Reciprocating,091,,Personal,AICO,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from a taxiway sign after landing. ,,2020,MI,NE,1.0,0.0,100.0,Substantial,2
86298,20200820X92854,Accident,CEN20CA356,2020-08-19,"Olathe, KS",United States,385050N,0944416W,OJC,Johnson County Executive,Non-Fatal,Substantial,Airplane,N386X,Maule,M5,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of directional control during landing.,02-02-2021,2020,KS,SW,1.0,0.0,0.0,Substantial,2
86302,20200820X60853,Accident,CEN20CA355,2020-08-20,"Odessa, TX",United States,315520N,0102235W,ODO,Odessa Airport-Schlemeyer,Non-Fatal,Destroyed,Airplane,N710NA,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control of the airplane during landing.,,2020,TX,SW,1.0,0.0,0.0,Destroyed,3
86313,20200822X43444,Accident,ERA20CA294,2020-08-22,"Simsbury, CT",United States,415457N,0724636W,4B9,Simsbury,Non-Fatal,Substantial,Airplane,N156BB,Socata,TB200,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,,A runway excursion following an aborted takeoff in tailwind conditions.,,2020,CT,NE,3.0,0.0,0.0,Substantial,2
86315,20200823X00819,Accident,ERA20LA295,2020-08-22,"Nebo, NC",United States,353949N,0815317W,,,Non-Fatal,Substantial,Airplane,N86002,Aeronca,11AC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,26-09-2020,2020,NC,SE,1.0,0.0,0.0,Substantial,2
86316,20200824X13853,Accident,CEN20CA363,2020-08-22,"Athens, TX",United States,321158N,0095510W,F44,Athens Municipal Airport,Non-Fatal,Substantial,Airplane,N1621W,Beech,55,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilots failure to extend the landing gear during the approach and landing.,,2020,TX,SW,2.0,0.0,0.0,Substantial,2
86318,20200824X94858,Accident,CEN20LA360,2020-08-22,"St Louis, MO",United States,383724N,0903234W,1H0,Creve Coeur,Non-Fatal,Substantial,Airplane,N7620A,Cessna,180,No,1.0,Reciprocating,091,,Personal,Casement Llc,0.0,0.0,1.0,0.0,VMC,,,26-09-2020,2020,MO,NE,1.0,0.0,100.0,Substantial,2
86319,20200825X95305,Accident,WPR20CA287,2020-08-22,"Tok, AK",United States,631139N,1423419W,PFTO,Tok Junction,Non-Fatal,Substantial,Airplane,N7468D,Piper,PA18,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain directional control during landing, which resulted in a runway excursion and subsequent impact with trees.  ",24-08-2021,2020,AK,NW,1.0,0.0,0.0,Substantial,2
86320,20200901X51145,Accident,ANC20CA087,2020-08-22,"Lake Louise, AK",United States,062221N,0147291W,,,Non-Fatal,Substantial,Airplane,N3251Z,Piper,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots decision to takeoff in shifting winds from a remote unimproved gravel bar, which resulted in a failure to attain an airspeed suitable for flight and a loss of control. ",08-11-2021,2020,AK,NW,2.0,0.0,0.0,Substantial,2
86326,20200824X65852,Accident,CEN20CA362,2020-08-24,"Lebanon, MO",United States,373849N,0092399W,LBO,FLOYD W JONES LEBANON,Non-Fatal,Substantial,Airplane,N748P,Cessna,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during landing.,,2020,MO,NE,2.0,0.0,0.0,Substantial,2
86336,20200905X42225,Accident,WPR20CA297,2020-08-25,"Givens Hot Springs, ID",United States,432459N,1164224W,ID40,SUNRISE SKYPARK,Non-Fatal,Substantial,Airplane,N334SC,Cessna,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,Pilot's failure to maintain directional control on takeoff.,06-05-2021,2020,ID,NW,1.0,0.0,0.0,Substantial,2
86338,20200826X30401,Accident,WPR20LA288,2020-08-26,"Chino, CA",United States,335829N,1173811W,CNO,Chino,Non-Fatal,Substantial,Airplane,N9540T,Cessna,210,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,,,,26-09-2020,2020,CA,SW,1.0,0.0,0.0,Substantial,2
86339,20200826X61854,Accident,CEN20LA365,2020-08-26,"Peyton, CO",United States,385513N,1043329W,FLY,MEADOW LAKE,Fatal,Destroyed,Airplane,N64EM,Cessna,T210,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed and the exceedance of the airplanes critical angle of attack during the airplanes turn to final, resulting in an aerodynamic stall.

 ",05-05-2021,2020,CO,SW,1.0,100.0,0.0,Destroyed,3
86345,20200827X25445,Accident,ERA20LA302,2020-08-27,"Fletcher, NC",United States,352812N,0822652W,NC67,Six Oaks,Non-Fatal,Substantial,Airplane,N9341N,Piper,PA28R,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,2020,NC,SE,2.0,0.0,0.0,Substantial,2
86347,20200827X41148,Accident,WPR20LA289,2020-08-27,"Redding, CA",United States,403425N,1222426W,O85,Benton Field,Fatal,Destroyed,Airplane,N1550G,Beech,A36,No,,Reciprocating,091,,Personal,,2.0,0.0,2.0,0.0,VMC,,,26-09-2020,2020,CA,SW,4.0,50.0,50.0,Destroyed,3
86357,20200829X95443,Accident,CEN20LA367,2020-08-29,"Lawrenceville, IL",United States,384723N,0873618W,LWV,Lawrenceville-Vincennes Intl,Fatal,Destroyed,Airplane,N607SR,Cirrus Design Corp,SR22,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,,26-09-2020,2020,IL,NE,1.0,100.0,0.0,Destroyed,3
86360,20200830X64312,Accident,CEN20LA370,2020-08-30,"Bryan, TX",United States,304256N,0961953W,CFD,Coulter Field,Fatal,Substantial,Airplane,N7469P,Piper,PA24,No,1.0,Reciprocating,091,,Personal,,3.0,0.0,1.0,0.0,VMC,,,26-09-2020,2020,TX,SW,4.0,75.0,25.0,Substantial,2
86361,20200831X33711,Accident,CEN20LA372,2020-08-30,"Ray, MI",United States,424650N,0825546W,57D,Ray Community,Non-Fatal,Substantial,Airplane,N698D,Cessna,414,No,2.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,,26-09-2020,2020,MI,NE,1.0,0.0,100.0,Substantial,2
86365,20201202102358,Accident,CEN20LA436,2020-08-30,"Hartford, WI",United States,432056N,0882325W,HXF,Hartford Municipal Airport,Non-Fatal,Substantial,Airplane,N88204,Piper,J3,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots loss of situation awareness which resulted in landing in a grass area and the subsequent collision with a runway marker. ,,2020,WI,NE,1.0,0.0,0.0,Substantial,2
86369,20200901X34826,Accident,ANC20LA086,2020-08-31,"Wasilla, AK",United States,061371N,1491918W,0AK1,Anderson Lake,Non-Fatal,Substantial,Airplane,N4214H,Piper,PA 14,No,,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilots failure to maintain airplane control during an attempted go-around in gusting wind conditions, which resulted in impact with trees.",15-12-2021,2020,AK,NW,1.0,0.0,100.0,Substantial,2
86370,20200902X44047,Accident,ERA20LA305,2020-08-31,"Luray, VA",United States,383826N,0781826W,,,Fatal,Destroyed,Airplane,N7323K,Piper,PA 20-135,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,,26-09-2020,2020,VA,NE,1.0,100.0,0.0,Destroyed,3
86371,20200901X22136,Accident,CEN20LA377,2020-09-01,"Coleman, MI",United States,434524N,0084359W,,,Non-Fatal,Substantial,Airplane,N909C,Stinson,108-3,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,0.0,0.0,1.0,,,,26-09-2020,2020,MI,NE,1.0,0.0,0.0,Substantial,2
86372,20200901X34442,Accident,CEN20LA373,2020-09-01,"Midland, MI",United States,434529N,0841558W,,,Fatal,Substantial,Airplane,N5939P,Piper,PA24,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,1.0,0.0,VMC,,,26-09-2020,2020,MI,NE,2.0,50.0,50.0,Substantial,2
86373,20200902X14035,Accident,CEN20LA374,2020-09-02,"Walker, MN",United States,047449N,0943413W,,,Fatal,Substantial,Airplane,N8957W,Piper,PA28,No,,,091,,Personal,Borum Thomas A,1.0,0.0,0.0,0.0,,,,26-09-2020,2020,MN,NE,1.0,100.0,0.0,Substantial,2
86378,20200903X20653,Accident,ERA20CA307,2020-09-03,"Morrisville, VT",United States,443213N,0723650W,MVL,Morrisville-Stowe State,Non-Fatal,Substantial,Airplane,N170JS,Cessna,170,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,"The pilot's failure to maintain directional control and subsequent exceedance of the airplane's critical angle of attack during takeoff, which resulted in an aerodynamic stall and collision with terrain.",24-06-2021,2020,VT,NE,2.0,0.0,100.0,Substantial,2
86380,20200904X81526,Accident,CEN20CA386,2020-09-04,"Reserve, LA",United States,030414N,0903338W,,,Non-Fatal,Substantial,Airplane,N567N,Piper,PA-38-112,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The loss of engine power for undetermined reasons.,,2020,LA,SE,1.0,0.0,100.0,Substantial,2
86382,20200905X30651,Accident,WPR20LA295,2020-09-04,"Three Rivers, CA",United States,036247N,1183648W,,,Fatal,Destroyed,Airplane,N818S,Beech,35,No,,,091,,Personal,,2.0,0.0,0.0,0.0,,,,26-09-2020,2020,CA,SW,2.0,100.0,0.0,Destroyed,3
86383,20200906X82644,Accident,CEN20CA382,2020-09-04,"Bellaire, MI",United States,445919N,0851154W,ACB,Antrim County,Non-Fatal,Substantial,Airplane,N185DK,Cessna,A185,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,The pilot's loss of directional control during the landing roll.,,2020,MI,NE,4.0,0.0,0.0,Substantial,2
86385,20200905X11000,Accident,CEN20LA379,2020-09-05,"Chester, AR",United States,354110N,0094159W,,,Fatal,Destroyed,Airplane,N733CD,Cirrus Design Corp,SR22,No,1.0,Reciprocating,091,,Personal,,4.0,0.0,0.0,0.0,VMC,,,26-09-2020,2020,AR,SE,4.0,100.0,0.0,Destroyed,3
86387,20200906X85854,Accident,CEN20LA385,2020-09-05,"Red Oak, IA",United States,041037N,0951313W,,,Non-Fatal,Substantial,Airplane,N2875T,Piper,PA28-140,No,1.0,,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,,09-10-2020,2020,IA,NE,2.0,0.0,100.0,Substantial,2
86394,20200907X23556,Accident,CEN20LA384,2020-09-07,"Bonham, TX",United States,333451N,0961045W,F00,,Non-Fatal,Substantial,Airplane,N3576X,Piper,PA32R,No,,Reciprocating,091,,Personal,4D Aviation LLC,0.0,0.0,0.0,2.0,VMC,,,22-11-2021,2020,TX,SW,2.0,0.0,0.0,Substantial,2
86395,20200907X40738,Accident,WPR20CA299,2020-09-07,"Coeur d'Alene, ID",United States,474710N,1164310W,COE,COEUR D'ALENE - PAPPY BOYINGTO,Non-Fatal,Substantial,Airplane,N8885X,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's inadequate fuel planning, which resulted in a loss of engine power due to fuel exhaustion and a collision with trees and terrain. ",20-08-2021,2020,ID,NW,1.0,0.0,100.0,Substantial,2
86396,20200907X52020,Accident,CEN20LA380,2020-09-07,"Canyon Lake, TX",United States,295213N,0981537W,34TS,Canyon Lake,Non-Fatal,Substantial,Airplane,N4636D,Beech,35,No,,,091,,Personal,,0.0,1.0,2.0,0.0,VMC,,,26-09-2020,2020,TX,SW,3.0,0.0,100.0,Substantial,2
86398,20200908X81421,Accident,CEN20CA388,2020-09-07,"Brazoria, TX",United States,291039N,0095121W,,,Non-Fatal,Substantial,Airplane,N897DC,Maule,MX7,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain airplane control during a go-around from unsuitable terrain. ,,2020,TX,SW,1.0,0.0,0.0,Substantial,2
86400,20200909X25351,Accident,WPR20CA300,2020-09-07,"Stuart Island, WA",United States,048414N,1231235W,2WA3,Stuart Island West,Non-Fatal,Substantial,Airplane,N172CS,Cessna,172,No,1.0,Reciprocating,091,,Personal,,0.0,3.0,0.0,0.0,VMC,,"The pilots improper approach airspeed and landing flare, which resulted in a hard, bounced landing and nose over.   ",31-08-2021,2020,WA,NW,3.0,0.0,100.0,Substantial,2
86402,20200908X00651,Accident,ANC20CA090,2020-09-08,"Palmer, AK",United States,061360N,0149141W,14AK,Four Corners Airport,Non-Fatal,Substantial,Airplane,N2625Q,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots excessive airspeed during landing and improper application of the brakes, which resulted in a runway overrun. ",08-11-2021,2020,AK,NW,1.0,0.0,0.0,Substantial,2
86403,20200908X33742,Accident,ERA20LA309,2020-09-08,"McMinnville, TN",United States,354143N,0855113W,RNC,Warren County Memorial,Fatal,Substantial,Airplane,N4166Z,Piper,PA28,No,1.0,Reciprocating,091,,Personal,Lebanon Flying Club,3.0,0.0,0.0,0.0,VMC,,"A total loss of engine power due to a fatigue failure in a cylinder, and the pilots subsequent failure to maintain airspeed and her exceedance of the airplanes critical angle-of-attack while maneuvering at low altitude.",14-12-2021,2020,TN,SE,3.0,100.0,0.0,Substantial,2
86406,20200918X02045,Accident,ERA20LA327,2020-09-09,"Weston, FL",United States,026845N,0803115W,NONE,,Non-Fatal,Substantial,Airplane,N120GX,Mooney,M20R,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,09-10-2020,2020,FL,SE,2.0,0.0,0.0,Substantial,2
86424,20200911X94808,Accident,ERA20LA313,2020-09-11,"Jackson, TN",United States,035354N,0885624W,MKL,Mc Kellar-Sipes Rgnl,Fatal,Substantial,Airplane,N74HS,Beech,A36,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,26-09-2020,2020,TN,SE,1.0,100.0,0.0,Substantial,2
86425,20200912X53150,Accident,CEN20CA391,2020-09-11,"Ozark, AR",United States,354039N,0934356W,51AR,Byrd'S Backcountry Airstrip,Non-Fatal,Substantial,Airplane,N81BH,Champion,8GCBC,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from a wire during final approach to landing. ,,2020,AR,SE,1.0,0.0,100.0,Substantial,2
86428,20200913X43512,Accident,WPR20LA308,2020-09-12,"Billings, MT",United States,453858N,1082251W,KBIL,Billings Logan International A,Non-Fatal,Substantial,Airplane,N7602Y,Piper,PA 30,No,2.0,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,08-10-2020,2020,MT,NW,1.0,0.0,100.0,Substantial,2
86429,20200915X75636,Accident,ANC20CA096,2020-09-12,"Chitina, AK",United States,612010N,1424055W,,Nizina Strip,Non-Fatal,Substantial,Airplane,N416RK,Piper,PA18,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots loss of directional control during takeoff, which resulted in a runway excursion.",19-10-2021,2020,AK,NW,2.0,0.0,0.0,Substantial,2
86430,20200922X40400,Accident,WPR20LA314,2020-09-12,"Homer, AK",United States,593845N,1512832W,AHO,Homer Airport,Non-Fatal,Substantial,Airplane,N7669Y,Piper,PA30,No,2.0,,091,,Personal,G & A O'Connor,0.0,0.0,0.0,2.0,VMC,,,,2020,AK,NW,2.0,0.0,0.0,Substantial,2
